loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
11400,36 months,15.43,397.59,C,10+ years,RENT,114200,Not Verified,credit_card,30.32,0,707,40.9,Fully Paid
40000,36 months,16.98,1425.71,C,10+ years,RENT,90400,Not Verified,debt_consolidation,26.4,0,684,61.6,Fully Paid
15200,36 months,12.98,512.0,C,5 years,MORTGAGE,69800,Not Verified,major_purchase,17.51,1,701,30.2,Fully Paid
11900,36 months,20.19,443.4,D,3 years,OWN,49500,Not Verified,debt_consolidation,25.13,0,689,55.5,Charged Off
8800,36 months,13.66,299.31,C,2 years,OWN,25000,Source Verified,credit_card,7.97,0,721,49.1,Fully Paid
38400,36 months,13.69,1306.65,C,10+ years,RENT,83800,Verified,debt_consolidation,22.99,0,691,86.1,Fully Paid
6500,36 months,16.31,229.52,D,< 1 year,RENT,102100,Not Verified,debt_consolidation,9.66,0,691,39.5,Fully Paid
9400,36 months,11.03,307.88,B,1 year,MORTGAGE,204400,Not Verified,debt_consolidation,40.58,0,732,84.6,Fully Paid
6200,36 months,17.12,221.42,D,8 years,MORTGAGE,127900,Verified,credit_card,11.39,1,681,67.5,Charged Off
9300,36 months,22.76,358.84,F,6 years,MORTGAGE,31400,Source Verified,debt_consolidation,10.57,1,637,37.5,Charged Off
13400,36 months,11.03,438.89,B,3 years,MORTGAGE,100200,Verified,credit_card,16.69,0,704,11.3,Fully Paid
23100,36 months,14.67,797.04,C,10+ years,MORTGAGE,39800,Not Verified,credit_card,22.57,0,704,18.9,Fully Paid
12100,36 months,10.89,395.51,B,10+ years,OWN,78000,Verified,major_purchase,23.39,0,700,49.6,Charged Off
9900,36 months,13.76,337.21,C,< 1 year,MORTGAGE,32200,Verified,credit_card,8.32,0,709,83.2,Fully Paid
15800,36 months,13.3,534.65,C,3 years,RENT,22100,Verified,debt_consolidation,4.73,0,710,25.2,Fully Paid
11500,36 months,11.83,381.03,C,,OWN,216300,Not Verified,debt_consolidation,9.48,0,689,12.0,Fully Paid
16900,36 months,9.41,540.65,B,10+ years,MORTGAGE,64900,Source Verified,debt_consolidation,10.53,0,707,60.4,Fully Paid
5600,36 months,12.39,187.04,C,7 years,RENT,101300,Source Verified,debt_consolidation,3.82,1,712,5.0,Fully Paid
7300,36 months,12.59,244.53,C,4 years,MORTGAGE,80000,Verified,debt_consolidation,10.82,0,695,47.5,Fully Paid
8900,36 months,16.88,316.78,E,1 year,RENT,87300,Source Verified,debt_consolidation,8.84,1,662,62.7,Charged Off
31100,36 months,17.24,1112.52,D,8 years,MORTGAGE,48500,Not Verified,debt_consolidation,22.34,0,673,24.1,Fully Paid
10500,36 months,11.08,344.15,B,< 1 year,OWN,85100,Not Verified,debt_consolidation,17.53,0,717,27.3,Fully Paid
13500,36 months,12.2,449.68,B,1 year,RENT,111800,Not Verified,debt_consolidation,21.63,0,707,47.7,Charged Off
5100,36 months,10.78,166.44,B,3 years,MORTGAGE,108100,Verified,debt_consolidation,17.81,0,702,68.3,Fully Paid
6200,60 months,10.53,133.35,B,6 years,RENT,61000,Not Verified,debt_consolidation,8.87,0,710,40.1,Fully Paid
19300,36 months,27.91,797.38,G,2 years,RENT,51000,Not Verified,debt_consolidation,14.42,0,639,33.5,Charged Off
12700,36 months,10.06,410.15,B,< 1 year,MORTGAGE,19600,Source Verified,debt_consolidation,15.45,0,716,87.2,Fully Paid
13800,36 months,25.61,553.15,G,6 years,RENT,80700,Source Verified,debt_consolidation,8.51,0,657,34.9,Fully Paid
8500,60 months,5.39,161.93,A,6 years,RENT,135400,Source Verified,credit_card,13.12,1,751,24.5,Fully Paid
10300,60 months,15.12,245.69,D,5 years,RENT,24400,Not Verified,debt_consolidation,27.37,0,678,64.9,Charged Off
38400,36 months,9.71,1233.84,B,3 years,RENT,61000,Verified,credit_card,28.3,0,731,55.4,Fully Paid
19700,36 months,8.89,625.45,B,< 1 year,MORTGAGE,38900,Not Verified,debt_consolidation,13.92,0,731,48.8,Fully Paid
22500,36 months,15.84,789.26,C,10+ years,RENT,131900,Source Verified,debt_consolidation,14.1,0,703,37.0,Fully Paid
12400,36 months,10.49,402.97,B,6 years,RENT,275300,Not Verified,debt_consolidation,22.58,0,708,50.5,Fully Paid
19000,36 months,10.39,616.56,B,6 years,MORTGAGE,71000,Not Verified,debt_consolidation,17.12,0,727,37.4,Fully Paid
16000,36 months,14.89,553.78,C,1 year,MORTGAGE,29900,Verified,debt_consolidation,7.81,0,689,57.0,Fully Paid
5400,36 months,6.35,165.14,A,7 years,MORTGAGE,137300,Source Verified,debt_consolidation,5.23,1,737,16.3,Fully Paid
13200,36 months,14.19,452.36,C,3 years,OWN,101400,Not Verified,credit_card,27.4,0,721,72.2,Charged Off
16900,36 months,14.24,579.57,C,2 years,RENT,115900,Not Verified,debt_consolidation,5.64,0,684,7.2,Fully Paid
32700,36 months,14.72,1129.08,C,,MORTGAGE,84600,Verified,debt_consolidation,14.61,0,691,68.9,Fully Paid
6000,36 months,16.71,213.05,D,8 years,MORTGAGE,46700,Source Verified,debt_consolidation,20.96,0,702,31.7,Charged Off
38700,36 months,12.76,1299.49,C,10+ years,RENT,59800,Source Verified,debt_consolidation,32.12,0,702,74.2,Fully Paid
27200,60 months,11.06,592.21,C,10+ years,MORTGAGE,143400,Not Verified,debt_consolidation,17.43,0,712,79.3,Fully Paid
10000,36 months,7.12,309.32,A,2 years,RENT,17900,Not Verified,debt_consolidation,13.9,0,753,42.4,Fully Paid
6900,60 months,17.36,172.82,D,10+ years,RENT,48400,Verified,debt_consolidation,25.64,1,682,64.6,Fully Paid
5900,36 months,7.89,184.59,A,3 years,RENT,76400,Verified,debt_consolidation,7.93,0,764,29.6,Fully Paid
6800,60 months,18.39,174.12,E,3 years,MORTGAGE,32500,Not Verified,debt_consolidation,12.84,1,693,68.3,Fully Paid
17400,36 months,13.72,592.33,C,,MORTGAGE,156100,Verified,debt_consolidation,35.38,1,675,67.7,Charged Off
10400,36 months,19.85,385.71,E,8 years,MORTGAGE,74800,Not Verified,debt_consolidation,8.06,0,686,47.8,Fully Paid
11300,36 months,17.82,407.5,E,10+ years,OWN,88600,Source Verified,debt_consolidation,7.97,1,680,56.7,Charged Off
10300,36 months,12.04,342.3,B,1 year,RENT,41500,Source Verified,credit_card,23.54,1,714,45.1,Fully Paid
2800,36 months,29.43,117.99,G,7 years,RENT,32600,Verified,debt_consolidation,6.18,1,661,37.3,Fully Paid
9100,36 months,15.94,319.66,D,< 1 year,RENT,53500,Not Verified,debt_consolidation,18.95,0,704,46.3,Fully Paid
9300,36 months,20.13,346.24,E,6 years,MORTGAGE,79000,Verified,debt_consolidation,28.31,0,653,65.9,Fully Paid
17300,36 months,12.68,580.24,D,10+ years,MORTGAGE,22400,Source Verified,debt_consolidation,19.85,0,682,33.5,Fully Paid
12900,60 months,8.75,266.22,B,8 years,RENT,100400,Not Verified,debt_consolidation,19.09,0,722,34.3,Fully Paid
9500,60 months,9.62,200.08,B,4 years,RENT,33600,Verified,credit_card,11.48,0,710,50.1,Fully Paid
19900,36 months,19.87,738.24,D,10+ years,MORTGAGE,129700,Not Verified,credit_card,20.32,0,681,46.1,Fully Paid
3800,36 months,15.41,132.49,C,2 years,MORTGAGE,49600,Source Verified,credit_card,13.78,0,700,22.2,Fully Paid
11500,36 months,12.98,387.37,C,4 years,MORTGAGE,119800,Verified,debt_consolidation,12.26,0,705,71.0,Fully Paid
12100,36 months,23.15,469.33,F,10+ years,MORTGAGE,92200,Verified,credit_card,13.53,0,648,11.9,Charged Off
7700,36 months,15.25,267.87,C,6 years,MORTGAGE,60600,Source Verified,car,10.49,0,706,68.9,Charged Off
21600,36 months,13.37,731.64,C,10+ years,RENT,59500,Verified,debt_consolidation,16.9,0,705,42.5,Fully Paid
18700,36 months,10.0,603.4,B,,RENT,48600,Verified,credit_card,29.65,0,702,57.7,Fully Paid
7500,60 months,12.32,168.05,B,5 years,MORTGAGE,197000,Not Verified,credit_card,11.44,0,701,81.3,Fully Paid
14300,36 months,16.61,507.06,D,,MORTGAGE,29400,Source Verified,debt_consolidation,7.24,0,694,38.4,Fully Paid
17900,60 months,14.18,418.17,C,4 years,RENT,75400,Verified,credit_card,22.98,0,702,81.6,Fully Paid
10300,36 months,9.98,332.26,B,5 years,MORTGAGE,131900,Verified,home_improvement,9.03,0,697,73.9,Fully Paid
14500,60 months,11.15,316.35,B,2 years,RENT,158100,Verified,credit_card,29.34,1,728,20.2,Fully Paid
10900,60 months,7.11,216.4,A,2 years,RENT,75500,Source Verified,debt_consolidation,37.46,0,754,67.3,Fully Paid
11700,60 months,11.56,257.67,B,4 years,MORTGAGE,67700,Source Verified,credit_card,34.34,0,717,60.4,Fully Paid
13200,36 months,11.32,434.15,B,10+ years,OTHER,69400,Source Verified,debt_consolidation,30.28,0,714,82.6,Fully Paid
4200,60 months,11.28,91.91,B,,MORTGAGE,36800,Verified,debt_consolidation,30.18,1,724,47.9,Fully Paid
8700,36 months,24.46,343.43,G,9 years,RENT,79100,Verified,credit_card,25.5,0,650,83.5,Charged Off
6300,36 months,11.69,208.32,C,7 years,MORTGAGE,54100,Not Verified,credit_card,41.25,0,685,57.4,Charged Off
7500,60 months,9.33,156.89,B,10+ years,MORTGAGE,63400,Not Verified,debt_consolidation,18.57,0,725,55.0,Fully Paid
9300,60 months,16.25,227.4,D,< 1 year,MORTGAGE,24900,Not Verified,credit_card,21.63,0,685,54.6,Fully Paid
20600,36 months,10.65,671.01,B,7 years,MORTGAGE,35500,Verified,credit_card,13.32,0,726,58.1,Fully Paid
7200,60 months,11.63,158.82,C,10+ years,RENT,121600,Source Verified,car,13.24,0,690,58.9,Charged Off
7500,36 months,11.0,245.54,B,10+ years,MORTGAGE,103400,Source Verified,debt_consolidation,20.2,0,722,62.1,Charged Off
9000,36 months,16.04,316.59,D,8 years,OWN,141000,Not Verified,small_business,33.85,0,683,18.3,Fully Paid
4900,36 months,14.11,167.73,C,10+ years,RENT,30600,Source Verified,debt_consolidation,17.19,0,697,25.5,Fully Paid
16100,36 months,10.2,521.01,B,7 years,RENT,105900,Not Verified,major_purchase,6.44,0,724,50.0,Fully Paid
31400,36 months,6.61,963.95,A,10+ years,MORTGAGE,82900,Not Verified,debt_consolidation,13.05,0,743,36.3,Fully Paid
17600,36 months,10.17,569.31,B,,MORTGAGE,114600,Verified,credit_card,14.23,0,710,46.8,Fully Paid
21000,36 months,18.7,766.59,D,9 years,RENT,47700,Not Verified,car,20.26,1,681,27.1,Fully Paid
23300,60 months,10.56,501.5,B,10+ years,MORTGAGE,42500,Source Verified,debt_consolidation,16.52,0,700,77.3,Fully Paid
40000,60 months,11.16,872.89,B,10+ years,OWN,91200,Verified,small_business,6.23,0,707,94.2,Fully Paid
8300,60 months,6.52,162.48,A,2 years,OWN,62700,Not Verified,debt_consolidation,17.28,1,742,62.6,Fully Paid
15300,36 months,10.2,495.13,B,10+ years,RENT,55100,Verified,debt_consolidation,14.87,1,692,49.2,Fully Paid
10900,36 months,7.42,338.66,A,10+ years,RENT,121700,Source Verified,debt_consolidation,14.26,0,752,20.4,Fully Paid
6100,60 months,13.45,140.2,C,10+ years,MORTGAGE,40400,Not Verified,credit_card,20.9,1,681,,Fully Paid
15800,36 months,14.78,546.01,D,3 years,RENT,58900,Not Verified,debt_consolidation,22.16,1,684,52.1,Fully Paid
10000,36 months,18.5,364.04,E,10+ years,MORTGAGE,40400,Verified,credit_card,5.17,0,674,32.4,Fully Paid
11200,36 months,10.12,362.02,B,6 years,MORTGAGE,86400,Source Verified,credit_card,15.54,0,694,54.2,Fully Paid
10000,36 months,9.06,318.28,B,10+ years,RENT,42600,Not Verified,credit_card,27.36,1,713,54.8,Fully Paid
10600,36 months,9.26,338.36,B,5 years,RENT,158200,Verified,debt_consolidation,7.38,1,722,42.7,Fully Paid
14200,60 months,10.19,303.04,B,10+ years,MORTGAGE,42600,Not Verified,medical,10.9,0,719,19.3,Fully Paid
27200,60 months,14.74,643.38,C,3 years,RENT,66300,Source Verified,debt_consolidation,30.63,1,714,37.3,Charged Off
34800,36 months,15.5,1214.89,D,10+ years,MORTGAGE,83300,Verified,debt_consolidation,23.88,0,680,35.4,Fully Paid
10900,60 months,7.0,215.83,A,2 years,MORTGAGE,37200,Verified,major_purchase,21.16,1,750,30.8,Fully Paid
5900,36 months,12.71,197.97,C,7 years,OTHER,50300,Not Verified,debt_consolidation,23.8,0,707,53.3,Fully Paid
18400,60 months,7.63,369.84,A,3 years,RENT,37500,Verified,credit_card,12.1,1,745,30.4,Fully Paid
6700,36 months,15.7,234.56,D,7 years,MORTGAGE,53300,Source Verified,small_business,8.6,0,676,92.5,Fully Paid
16400,60 months,13.08,373.82,C,2 years,MORTGAGE,209000,Not Verified,debt_consolidation,6.4,1,679,83.7,Fully Paid
9600,36 months,11.6,317.03,B,5 years,RENT,71600,Verified,small_business,18.73,0,709,37.5,Fully Paid
4900,36 months,6.36,149.87,A,10+ years,MORTGAGE,92600,Not Verified,debt_consolidation,14.49,0,769,62.5,Fully Paid
28700,36 months,15.81,1006.32,D,10+ years,MORTGAGE,37400,Verified,debt_consolidation,16.97,1,663,47.1,Fully Paid
15700,60 months,9.54,330.04,B,4 years,MORTGAGE,132700,Verified,credit_card,9.79,0,763,58.5,Fully Paid
18600,36 months,11.79,615.92,C,4 years,MORTGAGE,84400,Verified,debt_consolidation,13.05,0,702,75.9,Fully Paid
6700,60 months,14.59,157.95,C,1 year,OWN,46100,Verified,home_improvement,7.49,3,711,66.9,Charged Off
8000,36 months,8.24,251.58,A,6 years,MORTGAGE,74600,Verified,debt_consolidation,31.65,0,759,36.3,Fully Paid
28800,60 months,11.64,635.41,C,10+ years,OWN,197500,Source Verified,debt_consolidation,19.81,0,684,43.5,Fully Paid
10200,36 months,15.35,355.34,C,10+ years,RENT,156300,Source Verified,credit_card,30.7,0,687,55.9,Charged Off
15000,36 months,7.43,466.11,A,10+ years,RENT,48000,Source Verified,debt_consolidation,20.99,1,746,81.6,Fully Paid
8500,36 months,10.7,277.07,B,5 years,MORTGAGE,26700,Source Verified,major_purchase,26.19,0,711,50.8,Fully Paid
7700,36 months,9.37,246.19,B,10+ years,OWN,126900,Verified,credit_card,15.53,0,715,84.1,Fully Paid
15600,36 months,12.98,525.48,C,10+ years,RENT,67500,Verified,medical,18.4,0,712,57.2,Fully Paid
32600,36 months,22.69,1256.68,F,10+ years,MORTGAGE,57300,Source Verified,credit_card,22.9,1,666,68.3,Charged Off
15200,36 months,10.54,494.32,B,5 years,RENT,152100,Not Verified,credit_card,19.39,1,723,58.6,Fully Paid
6500,36 months,13.77,221.43,C,2 years,MORTGAGE,150300,Verified,credit_card,20.5,0,692,41.4,Fully Paid
14500,36 months,14.42,498.54,D,3 years,RENT,87600,Verified,debt_consolidation,21.07,0,680,49.4,Fully Paid
7300,36 months,16.84,259.68,D,1 year,RENT,95200,Source Verified,debt_consolidation,33.12,0,674,60.5,Fully Paid
9100,36 months,7.82,284.41,A,2 years,MORTGAGE,45500,Not Verified,debt_consolidation,20.89,1,742,81.8,Fully Paid
6700,36 months,18.96,245.46,D,10+ years,RENT,35300,Verified,car,31.81,0,684,49.6,Fully Paid
6100,36 months,14.58,210.21,C,10+ years,RENT,164500,Source Verified,home_improvement,33.93,1,732,78.3,Fully Paid
12300,36 months,11.2,403.85,B,5 years,RENT,106000,Verified,debt_consolidation,19.97,1,720,56.7,Fully Paid
5500,36 months,9.1,175.15,B,5 years,MORTGAGE,81200,Verified,other,15.6,0,715,41.5,Fully Paid
32900,60 months,6.91,650.06,A,4 years,MORTGAGE,39000,Not Verified,debt_consolidation,15.81,0,738,30.9,Fully Paid
11800,36 months,27.27,483.45,F,10+ years,MORTGAGE,143600,Verified,credit_card,26.41,1,663,49.4,Charged Off
19300,60 months,12.52,434.41,C,9 years,MORTGAGE,54000,Verified,debt_consolidation,26.4,0,679,,Fully Paid
11900,36 months,17.76,428.78,D,5 years,OWN,76400,Source Verified,debt_consolidation,11.64,0,685,69.5,Fully Paid
16900,36 months,11.0,553.28,B,9 years,RENT,48600,Verified,debt_consolidation,4.4,0,718,41.1,Fully Paid
15200,36 months,20.76,570.79,E,4 years,MORTGAGE,179800,Verified,credit_card,17.53,0,666,52.0,Charged Off
10000,36 months,9.14,318.65,B,1 year,MORTGAGE,160900,Source Verified,debt_consolidation,8.11,0,704,72.6,Fully Paid
10700,36 months,14.07,366.06,C,< 1 year,MORTGAGE,123600,Not Verified,debt_consolidation,14.67,0,704,60.1,Fully Paid
18100,36 months,20.64,678.58,E,8 years,OWN,179100,Source Verified,debt_consolidation,7.98,0,668,41.4,Fully Paid
14800,36 months,16.2,521.79,D,7 years,RENT,24300,Not Verified,debt_consolidation,17.36,0,669,43.1,Fully Paid
10200,36 months,13.74,347.33,D,10+ years,OWN,119700,Source Verified,debt_consolidation,16.85,0,689,37.7,Charged Off
5000,60 months,16.69,123.43,D,1 year,MORTGAGE,82300,Not Verified,debt_consolidation,29.96,0,687,47.7,Charged Off
21600,36 months,12.11,718.56,C,10+ years,RENT,115700,Source Verified,debt_consolidation,5.18,1,684,73.8,Fully Paid
10600,60 months,11.24,231.74,B,8 years,RENT,96500,Verified,debt_consolidation,11.1,2,714,10.9,Fully Paid
28100,36 months,12.55,940.72,C,8 years,MORTGAGE,133900,Source Verified,debt_consolidation,8.66,0,716,57.6,Charged Off
3900,60 months,23.69,111.49,F,10+ years,RENT,56800,Verified,debt_consolidation,15.35,1,651,50.6,Fully Paid
6500,60 months,10.6,140.03,B,9 years,MORTGAGE,97100,Not Verified,home_improvement,35.8,0,742,20.4,Fully Paid
17900,36 months,10.42,581.12,B,7 years,RENT,17700,Not Verified,major_purchase,22.26,0,714,83.2,Fully Paid
11200,36 months,13.19,378.4,C,1 year,RENT,35600,Source Verified,other,11.85,1,699,42.3,Fully Paid
19000,36 months,17.41,681.29,D,< 1 year,RENT,136500,Source Verified,small_business,22.25,0,705,43.3,Charged Off
12000,60 months,14.13,280.03,C,10+ years,RENT,20200,Source Verified,debt_consolidation,17.07,0,710,25.7,Fully Paid
11200,60 months,11.39,245.7,B,1 year,MORTGAGE,24600,Verified,other,4.69,0,715,37.5,Fully Paid
26100,36 months,11.93,866.02,B,5 years,MORTGAGE,34700,Verified,debt_consolidation,9.62,1,695,83.8,Fully Paid
4900,36 months,13.65,166.64,C,< 1 year,MORTGAGE,39200,Source Verified,home_improvement,12.7,1,712,71.5,Fully Paid
12500,60 months,6.87,246.75,A,10+ years,MORTGAGE,65400,Source Verified,car,7.13,0,751,30.3,Fully Paid
19300,36 months,18.69,704.44,E,9 years,RENT,77800,Source Verified,debt_consolidation,7.68,0,675,47.7,Fully Paid
9900,36 months,9.93,319.12,B,6 years,MORTGAGE,39100,Not Verified,credit_card,16.38,1,712,84.2,Fully Paid
13600,60 months,10.51,292.38,B,10+ years,MORTGAGE,72800,Verified,other,24.73,0,713,81.2,Charged Off
9200,36 months,11.83,304.83,B,7 years,MORTGAGE,84000,Not Verified,debt_consolidation,16.7,0,726,72.9,Charged Off
11500,36 months,14.4,395.28,C,8 years,OWN,70900,Source Verified,credit_card,17.23,2,701,14.2,Fully Paid
3500,36 months,6.9,107.91,A,3 years,RENT,63400,Verified,debt_consolidation,24.94,0,726,29.7,Fully Paid
14200,36 months,15.0,492.25,D,10+ years,RENT,22100,Verified,medical,25.19,0,708,83.7,Charged Off
13600,60 months,7.13,270.13,A,7 years,MORTGAGE,89900,Not Verified,debt_consolidation,10.09,0,743,86.9,Fully Paid
15600,36 months,12.31,520.46,C,10+ years,OWN,124200,Source Verified,debt_consolidation,28.92,0,693,42.5,Fully Paid
9100,36 months,20.88,342.28,E,10+ years,OTHER,17900,Not Verified,debt_consolidation,17.87,1,670,20.3,Charged Off
5500,36 months,12.44,183.84,C,2 years,MORTGAGE,38400,Verified,debt_consolidation,20.03,0,696,60.8,Fully Paid
18400,60 months,10.72,397.5,B,5 years,MORTGAGE,75900,Source Verified,home_improvement,15.88,0,708,43.4,Fully Paid
6800,36 months,10.38,220.63,B,10+ years,MORTGAGE,53800,Not Verified,credit_card,10.87,0,703,13.5,Fully Paid
17300,36 months,9.18,551.59,C,2 years,MORTGAGE,36400,Verified,debt_consolidation,16.44,1,704,30.0,Fully Paid
23200,36 months,10.66,755.81,B,10+ years,RENT,50100,Verified,credit_card,13.28,0,711,56.0,Fully Paid
15900,36 months,13.1,536.5,C,10+ years,RENT,159700,Verified,debt_consolidation,10.24,0,723,21.1,Fully Paid
13200,36 months,6.9,406.97,A,10+ years,RENT,127500,Verified,debt_consolidation,32.06,0,751,57.1,Fully Paid
4600,60 months,11.48,101.12,B,10+ years,MORTGAGE,31900,Not Verified,credit_card,26.04,0,715,85.0,Charged Off
12200,36 months,14.51,420.0,C,< 1 year,RENT,31700,Verified,debt_consolidation,13.66,0,708,46.5,Fully Paid
20700,60 months,7.88,418.53,A,3 years,OWN,91600,Source Verified,debt_consolidation,21.24,1,757,65.7,Charged Off
4800,36 months,13.65,163.24,C,2 years,RENT,92600,Not Verified,debt_consolidation,17.3,0,697,13.9,Fully Paid
8500,60 months,7.77,171.42,A,7 years,RENT,85100,Source Verified,debt_consolidation,25.91,0,757,88.7,Fully Paid
8700,36 months,10.79,283.96,B,< 1 year,RENT,49300,Not Verified,debt_consolidation,21.73,0,731,60.6,Fully Paid
18300,36 months,13.95,625.01,C,1 year,RENT,58400,Verified,debt_consolidation,31.85,0,696,91.3,Charged Off
8400,36 months,12.86,282.46,C,6 years,RENT,75000,Source Verified,credit_card,19.6,1,699,12.8,Fully Paid
8800,36 months,10.65,286.64,B,10+ years,MORTGAGE,36700,Source Verified,debt_consolidation,10.2,1,714,45.3,Fully Paid
31200,36 months,14.14,1068.46,C,6 years,MORTGAGE,73700,Not Verified,credit_card,21.05,0,696,91.9,Fully Paid
14800,36 months,7.54,460.64,A,10+ years,RENT,77300,Not Verified,debt_consolidation,21.64,0,745,83.9,Fully Paid
18600,60 months,14.82,440.74,C,10+ years,MORTGAGE,21600,Not Verified,other,12.81,2,692,50.9,Fully Paid
14700,36 months,10.32,476.54,B,2 years,RENT,40500,Verified,debt_consolidation,12.68,3,714,46.8,Fully Paid
9800,60 months,9.31,204.91,B,6 years,MORTGAGE,79300,Not Verified,credit_card,12.16,0,724,80.7,Fully Paid
13700,36 months,7.19,424.21,A,< 1 year,RENT,160000,Not Verified,debt_consolidation,13.9,0,734,28.3,Fully Paid
11600,36 months,11.88,384.62,C,10+ years,OWN,98300,Verified,debt_consolidation,33.63,0,705,35.9,Fully Paid
3400,36 months,16.14,119.77,D,4 years,MORTGAGE,77000,Source Verified,credit_card,15.77,0,667,57.2,Fully Paid
13500,36 months,13.45,457.8,C,1 year,MORTGAGE,66900,Not Verified,debt_consolidation,13.02,0,715,18.7,Fully Paid
10600,36 months,17.02,378.02,D,10+ years,RENT,170200,Source Verified,credit_card,18.03,0,689,76.1,Charged Off
